word,reading,level
公務員,こうむいん,N4
消費者,しょうひしゃ,N4
生産者,せいさんしゃ,N4
観光客,かんこうきゃく,N4
外国人,がいこくじん,N4
市民,しみん,N4
市長,しちょう,N4
知事,ちじ,N4
# ===== Wave 5: Abstract / Concept Nouns =====,,
手段,しゅだん,N4
効果,こうか,N4
問題点,もんだいてん,N4
解決策,かいけつさく,N4
可能性,かのうせい,N4
必要性,ひつようせい,N4
重要性,じゅうようせい,N4
価値,かち,N4
内容,ないよう,N4
回答,かいとう,N4
# ===== Wave 5: More Katakana Loanwords =====,,
ミーティング,ミーティング,N4
プレッシャー,プレッシャー,N4
リスク,リスク,N4
ゴール,ゴール,N4
ルール,ルール,N4
チェックリスト,チェックリスト,N4
エチケット,エチケット,N4
コミュニティ,コミュニティ,N4
ボランティア活動,ボランティアかつどう,N4
キャンペーン,キャンペーン,N4
ブランド,ブランド,N4
デザイン,デザイン,N4
カラー,カラー,N4
サイズ,サイズ,N4
スペース,スペース,N4
エリア,エリア,N4
# ===== Wave 5: Adverbs / Expressions =====,,
つまり,つまり,N4
すなわち,すなわち,N4
つまり,つまり,N4
要するに,ようするに,N4
したがって,したがって,N4
そのため,そのため,N4
それゆえ,それゆえ,N4
というのは,というのは,N4
ところが,ところが,N4
それでは,それでは,N4
とにかく,とにかく,N4
まず,まず,N4
次に,つぎに,N4
その次に,そのつぎに,N4
最後に,さいごに,N4
主に,おもに,N4
基本的に,きほんてきに,N4
一般的に,いっぱんてきに,N4
実際に,じっさいに,N4
具体的に,ぐたいてきに,N4
正確に,せいかくに,N4
十分に,じゅうぶんに,N4
かなり,かなり,N4
もうすぐ,もうすぐ,N4
ちっとも,ちっとも,N4

# ===== Wave 6: Change / Transformation Verbs =====,,
育てる,そだてる,N4
育つ,そだつ,N4
建てる,たてる,N4
建つ,たつ,N4
通る,とおる,N4
移る,うつる,N4
移す,うつす,N4
分ける,わける,N4
分かれる,わかれる,N4
組む,くむ,N4
飾る,かざる,N4
揃える,そろえる,N4
揃う,そろう,N4
広がる,ひろがる,N4
広げる,ひろげる,N4
狭まる,せばまる,N4
縮む,ちぢむ,N4
縮める,ちぢめる,N4
伸びる,のびる,N4
伸ばす,のばす,N4
ひっくり返す,ひっくりかえす,N4
ひっくり返る,ひっくりかえる,N4
# ===== Wave 6: Giving / Receiving Verbs =====,,
贈る,おくる,N4
申し出る,もうしでる,N4
手伝う,てつだう,N4
預ける,あずける,N4
預かる,あずかる,N4
# ===== Wave 6: More Social / Relational Verbs =====,,
付き合う,つきあう,N4
喧嘩する,けんかする,N4
仲直りする,なかなおりする,N4
主張する,しゅちょうする,N4
提案する,ていあんする,N4
反対する,はんたいする,N4
賛成する,さんせいする,N4
認める,みとめる,N4
否定する,ひていする,N4
登録する,とうろくする,N4
申請する,しんせいする,N4
# ===== Wave 6: Transportation / Travel Nouns =====,,
路線,ろせん,N4
出発,しゅっぱつ,N4
到着,とうちゃく,N4
乗り換え,のりかえ,N4
定期券,ていきけん,N4
改札,かいさつ,N4
ホーム,ホーム,N4
時刻表,じこくひょう,N4
# ===== Wave 6: Environment / Weather Nouns =====,,
汚染,おせん,N4
資源,しげん,N4
ゴミ,ゴミ,N4
リサイクル,リサイクル,N4
節約,せつやく,N4
電気代,でんきだい,N4
水道代,すいどうだい,N4
# ===== Wave 6: Business / Commerce Nouns =====,,
商品,しょうひん,N4
価格,かかく,N4
交渉,こうしょう,N4
利益,りえき,N4
損失,そんしつ,N4
予算,よさん,N4
統計,とうけい,N4
輸出,ゆしゅつ,N4
輸入,ゆにゅう,N4
生産,せいさん,N4
消費,しょうひ,N4
市場,しじょう,N4
在庫,ざいこ,N4
注文書,ちゅうもんしょ,N4
# ===== Wave 6: Culture / Events Nouns =====,,
展覧会,てんらんかい,N4
音楽会,おんがくかい,N4
演奏,えんそう,N4
楽器,がっき,N4
歌詞,かし,N4
伝統,でんとう,N4
文化財,ぶんかざい,N4
世界遺産,せかいいさん,N4
# ===== Wave 6: Human Body / Medical Nouns =====,,
筋,きん,N4
神経,しんけい,N4
肺,はい,N4
肝臓,かんぞう,N4
腎臓,じんぞう,N4
関節,かんせつ,N4
傷,きず,N4
傷つく,きずつく,N4
出血,しゅっけつ,N4
寒気,さむけ,N4
めまい,めまい,N4
吐き気,はきけ,N4
# ===== Wave 6: Social / Emotion Nouns =====,,
態度,たいど,N4
性格,せいかく,N4
行動,こうどう,N4
習慣,しゅうかん,N4
礼儀,れいぎ,N4
常識,じょうしき,N4
雰囲気,ふんいき,N4
人間関係,にんげんかんけい,N4
付き合い,つきあい,N4
友情,ゆうじょう,N4
尊敬,そんけい,N4
信頼,しんらい,N4
配慮,はいりょ,N4
感謝,かんしゃ,N4
# ===== Wave 6: More Katakana Terms =====,,
アップロード,アップロード,N4
# ===== Wave 6: Adverbs / Connectives =====,,
しっかり,しっかり,N4
きちんと,きちんと,N4
すっかり,すっかり,N4
どんどん,どんどん,N4
もしかして,もしかして,N4
ひょっとして,ひょっとして,N4
いわゆる,いわゆる,N4
確かに,たしかに,N4
当然,とうぜん,N4
必ずしも,かならずしも,N4
いつの間にか,いつのまにか,N4
そのうち,そのうち,N4
まもなく,まもなく,N4
やがて,やがて,N4
いっそ,いっそ,N4

# ===== Wave 7: Compound Verbs (Action) =====,,
取り出す,とりだす,N4
取り上げる,とりあげる,N4
取り替える,とりかえる,N4
取り消す,とりけす,N4
取り組む,とりくむ,N4
引き受ける,ひきうける,N4
引き起こす,ひきおこす,N4
落ち着く,おちつく,N4
繰り返す,くりかえす,N4
積み重ねる,つみかさねる,N4
打ち消す,うちけす,N4
打ち明ける,うちあける,N4
付け加える,つけくわえる,N4
向き合う,むきあう,N4
整える,ととのえる,N4
整う,ととのう,N4
保つ,たもつ,N4
慌てる,あわてる,N4
呆れる,あきれる,N4
甘える,あまえる,N4
気に入る,きにいる,N4
気が散る,きがちる,N4
手に入れる,てにいれる,N4
手放す,てばなす,N4
思い込む,おもいこむ,N4
# ===== Wave 7: Suru-Verbs (Professional) =====,,
担当する,たんとうする,N4
達成する,たっせいする,N4
実現する,じつげんする,N4
維持する,いじする,N4
提供する,ていきょうする,N4
促進する,そくしんする,N4
制限する,せいげんする,N4
増加する,ぞうかする,N4
減少する,げんしょうする,N4
対応する,たいおうする,N4
活用する,かつようする,N4
活動する,かつどうする,N4
表現する,ひょうげんする,N4
行使する,こうしする,N4
# ===== Wave 7: Abstract / Conceptual Nouns =====,,
合意,ごうい,N4
資料,しりょう,N4
参考,さんこう,N4
原稿,げんこう,N4
余裕,よゆう,N4
余暇,よか,N4
要求,ようきゅう,N4
需要,じゅよう,N4
供給,きょうきゅう,N4
対応,たいおう,N4
管理,かんり,N4
指示,しじ,N4
指導,しどう,N4
支持,しじ,N4
支援,しえん,N4
援助,えんじょ,N4
状況,じょうきょう,N4
状態,じょうたい,N4
期待,きたい,N4
要望,ようぼう,N4
不満,ふまん,N4
# ===== Wave 7: Educational / Work Nouns =====,,
目次,もくじ,N4
後半,こうはん,N4
前半,ぜんはん,N4
最終,さいしゅう,N4
日程,にってい,N4
役割,やくわり,N4
立場,たちば,N4
部門,ぶもん,N4
給与,きゅうよ,N4
昇進,しょうしん,N4
# ===== Wave 7: Social / Political Nouns =====,,
平和,へいわ,N4
正義,せいぎ,N4
人権,じんけん,N4
差別,さべつ,N4
貧困,ひんこん,N4
格差,かくさ,N4
選挙,せんきょ,N4
投票,とうひょう,N4
議員,ぎいん,N4
国会,こっかい,N4
外交,がいこう,N4
同盟,どうめい,N4
# ===== Wave 7: Na-Adjectives (Character/Quality) =====,,
明確な,めいかくな,N4
的確な,てきかくな,N4
強引な,ごういんな,N4
誠実な,せいじつな,N4
冷静な,れいせいな,N4
積極的な,せっきょくてきな,N4
消極的な,しょうきょくてきな,N4
客観的な,きゃっかんてきな,N4
主観的な,しゅかんてきな,N4
丁寧な,ていねいな,N4
失礼な,しつれいな,N4
気軽な,きがるな,N4
# ===== Wave 7: I-Adjectives (State) =====,,
激しい,はげしい,N4
鋭い,するどい,N4
鈍い,にぶい,N4
憎い,にくい,N4
恋しい,こいしい,N4
うれしい,うれしい,N4
恐ろしい,おそろしい,N4
# ===== Wave 7: Adverbs / Temporal Expressions =====,,
徐々に,じょじょに,N4
常に,つねに,N4
結局,けっきょく,N4
案外,あんがい,N4
改めて,あらためて,N4
更に,さらに,N4
一方,いっぽう,N4
同時に,どうじに,N4
たまに,たまに,N4
しばらく,しばらく,N4
あらかじめ,あらかじめ,N4
はじめて,はじめて,N4
もはや,もはや,N4
ようやく,ようやく,N4
たちまち,たちまち,N4
いよいよ,いよいよ,N4

# ===== Wave 8: Common Action Verbs =====,,
濡れる,ぬれる,N4
曲がる,まがる,N4
曲げる,まげる,N4
# ===== Wave 8: Movement / Position Verbs =====,,
登る,のぼる,N4
乗せる,のせる,N4
散らかる,ちらかる,N4
散らかす,ちらかす,N4
# ===== Wave 8: Communication / Social Verbs =====,,
# ===== Wave 8: Cognitive / Mental Verbs =====,,
決心する,けっしんする,N4
努力する,どりょくする,N4
# ===== Wave 8: Daily Life Nouns =====,,
居間,いま,N4
寝室,しんしつ,N4
# ===== Wave 8: Body / Health Nouns =====,,
頭痛,ずつう,N4
腹痛,ふくつう,N4
胃,い,N4
腸,ちょう,N4
血液,けつえき,N4
# ===== Wave 8: Nature / Environment =====,,
干ばつ,かんばつ,N4
砂漠,さばく,N4
森林,しんりん,N4
草原,そうげん,N4
海岸,かいがん,N4
半島,はんとう,N4
大陸,たいりく,N4
# ===== Wave 8: Business / Work Nouns =====,,
取引,とりひき,N4
決算,けっさん,N4
売上,うりあげ,N4
費用,ひよう,N4
株式,かぶしき,N4
銀行口座,ぎんこうこうざ,N4
# ===== Wave 8: Technology / Modern =====,,
データベース,データベース,N4
ソフトウェア,ソフトウェア,N4
ハードウェア,ハードウェア,N4
ネットワーク,ネットワーク,N4
バッテリー,バッテリー,N4
# ===== Wave 8: Adverbs / Expressions =====,,
とうとう,とうとう,N4
まるで,まるで,N4
かえって,かえって,N4
そもそも,そもそも,N4

# ===== Wave 9: Less-Common Action Verbs =====,,
崩す,くずす,N4
崩れる,くずれる,N4
傾く,かたむく,N4
傾ける,かたむける,N4
刺さる,ささる,N4
刺す,さす,N4
刺激する,しげきする,N4
震える,ふるえる,N4
揺らす,ゆらす,N4
溶ける,とける,N4
溶かす,とかす,N4
沈む,しずむ,N4
浮かぶ,うかぶ,N4
浮く,うく,N4
飛び越える,とびこえる,N4
飛び出す,とびだす,N4
踏まえる,ふまえる,N4
掴む,つかむ,N4
# ===== Wave 9: Compound Expressions =====,,
言い換える,いいかえる,N4
言い出す,いいだす,N4
書き直す,かきなおす,N4
読み直す,よみなおす,N4
見直す,みなおす,N4
やり直す,やりなおす,N4
やり遂げる,やりとげる,N4
成し遂げる,なしとげる,N4
# ===== Wave 9: Academic / Study Nouns =====,,
辞典,じてん,N4
問題集,もんだいしゅう,N4
# ===== Wave 9: Food / Cooking =====,,
炒める,いためる,N4
煮る,にる,N4
揚げる,あげる,N4
切り刻む,きりきざむ,N4
調味料,ちょうみりょう,N4
お酢,おす,N4
# ===== Wave 9: Society / Culture =====,,
文明,ぶんめい,N4
文化交流,ぶんかこうりゅう,N4
社会問題,しゃかいもんだい,N4
環境問題,かんきょうもんだい,N4
少子化,しょうしか,N4
高齢化,こうれいか,N4
移民,いみん,N4
難民,なんみん,N4
NGO,エヌジーオー,N4
# ===== Wave 9: Finance / Economy =====,,
インフレ,インフレ,N4
デフレ,デフレ,N4
景気,けいき,N4
不況,ふきょう,N4
好況,こうきょう,N4
為替,かわせ,N4
利子,りし,N4
利率,りりつ,N4
貿易,ぼうえき,N4
# ===== Wave 9: Transportation =====,,
高速道路,こうそくどうろ,N4
信号機,しんごうき,N4
踏切,ふみきり,N4
渋滞,じゅうたい,N4
乗り場,のりば,N4
遅延,ちえん,N4
# ===== Wave 9: I-Adjectives =====,,
相応しい,ふさわしい,N4
めでたい,めでたい,N4
ありがたい,ありがたい,N4
うっとうしい,うっとうしい,N4
もどかしい,もどかしい,N4

# ===== Wave 10: Less-Common Verbs =====,,
# ===== Wave 10: Academic / Education =====,,
学期,がっき,N4
入試,にゅうし,N4
卒業論文,そつぎょうろんぶん,N4
観察,かんさつ,N4
考察,こうさつ,N4
調査,ちょうさ,N4
分析,ぶんせき,N4
論文,ろんぶん,N4
結論,けつろん,N4
仮説,かせつ,N4
証明,しょうめい,N4
# ===== Wave 10: Environment / Science =====,,
温暖化,おんだんか,N4
二酸化炭素,にさんかたんそ,N4
再生可能,さいせいかのう,N4
太陽光,たいようこう,N4
風力,ふうりょく,N4
水力,すいりょく,N4
原子力,げんしりょく,N4
化石燃料,かせきねんりょう,N4
絶滅,ぜつめつ,N4
生態系,せいたいけい,N4
# ===== Wave 10: Society / Law =====,,
憲法,けんぽう,N4
裁判,さいばん,N4
裁判所,さいばんしょ,N4
弁護士,べんごし,N4
犯罪,はんざい,N4
被害者,ひがいしゃ,N4
加害者,かがいしゃ,N4
刑事,けいじ,N4
警察官,けいさつかん,N4
# ===== Wave 10: Health / Medicine =====,,
処方箋,しょほうせん,N4
糖尿病,とうにょうびょう,N4
がん,がん,N4
感染症,かんせんしょう,N4
免疫,めんえき,N4
回復,かいふく,N4
健康診断,けんこうしんだん,N4
# ===== Wave 10: Housing / City =====,,
一戸建て,いっこだて,N4
敷金,しきん,N4
礼金,れいきん,N4
管理費,かんりひ,N4
引越し,ひっこし,N4
近所,きんじょ,N4
都市,とし,N4
地方,ちほう,N4
# ===== Wave 10: Communication / Media =====,,
記者,きしゃ,N4
放送,ほうそう,N4
報道,ほうどう,N4
記事,きじ,N4
宣伝,せんでん,N4
出版,しゅっぱん,N4
印刷,いんさつ,N4
コンテンツ,コンテンツ,N4
SNS,エスエヌエス,N4

# ===== Wave 11: Common Everyday Verbs =====,,
配る,くばる,N4
開ける,あける,N4
閉める,しめる,N4
塗る,ぬる,N4
磨く,みがく,N4
洗う,あらう,N4
干す,ほす,N4
縫う,ぬう,N4
植える,うえる,N4
収穫する,しゅうかくする,N4
盗む,ぬすむ,N4
騙す,だます,N4
検討する,けんとうする,N4
# ===== Wave 11: Emotional / Psychological Verbs =====,,
尊重する,そんちょうする,N4
恥じる,はじる,N4
誇る,ほこる,N4
懐かしむ,なつかしむ,N4
# ===== Wave 11: Physical Actions =====,,
抱く,いだく,N4
抱える,かかえる,N4
撫でる,なでる,N4
飛ぶ,とぶ,N4
転ぶ,ころぶ,N4
倒れる,たおれる,N4
立てる,たてる,N4
寝かせる,ねかせる,N4
# ===== Wave 11: Nouns — Abstract =====,,
方針,ほうしん,N4
効率,こうりつ,N4
基準,きじゅん,N4
基本,きほん,N4
原則,げんそく,N4
制度,せいど,N4
# ===== Wave 11: Work / Professional =====,,
採用,さいよう,N4
解雇,かいこ,N4
退職,たいしょく,N4
転職,てんしょく,N4
研修,けんしゅう,N4
資格,しかく,N4
# ===== Wave 11: School / Academic =====,,
予習,よしゅう,N4
復習,ふくしゅう,N4
暗記,あんき,N4
理解,りかい,N4
技能,ぎのう,N4
# ===== Wave 11: Food / Restaurant =====,,
注文する,ちゅうもんする,N4
会計,かいけい,N4
おつり,おつり,N4
割り勘,わりかん,N4
メニュー,メニュー,N4
食欲,しょくよく,N4
# ===== Wave 11: Nature / Seasons =====,,
春分,しゅんぶん,N4
秋分,しゅうぶん,N4
夏至,げし,N4
冬至,とうじ,N4
霜,しも,N4
露,つゆ,N4
稲妻,いなずま,N4
雷,かみなり,N4

# ===== Wave 12: Na-adjectives =====,,
真面目,まじめ,N4
得意,とくい,N4
苦手,にがて,N4
抽象的,ちゅうしょうてき,N4
消極的,しょうきょくてき,N4
# ===== Wave 12: Action Verbs =====,,
受け入れる,うけいれる,N4
取り込む,とりこむ,N4
# ===== Wave 12: Body / Health =====,,
消化,しょうか,N4
呼吸,こきゅう,N4
食物,しょくもつ,N4
栄養,えいよう,N4
# ===== Wave 12: Economy / Business =====,,
# ===== Wave 12: Society / Culture =====,,
民族,みんぞく,N4
宗教,しゅうきょう,N4
国際,こくさい,N4
紛争,ふんそう,N4
政党,せいとう,N4
国民,こくみん,N4
# ===== Wave 12: Travel / Transport =====,,
運賃,うんちん,N4
乗客,じょうきゃく,N4
運転手,うんてんしゅ,N4
# ===== Wave 12: Education / Language =====,,
発音,はつおん,N4
文法,ぶんぽう,N4
# ===== Wave 12: Nature / Environment =====,,
海底,かいてい,N4
津波,つなみ,N4

# ===== Wave 12b: Compound Verbs =====,,
引き出す,ひきだす,N4
引き止める,ひきとめる,N4
言い訳する,いいわけする,N4
言い張る,いいはる,N4
呼び出す,よびだす,N4
呼び止める,よびとめる,N4
買い込む,かいこむ,N4
売り出す,うりだす,N4
持ち歩く,もちあるく,N4
歩き回る,あるきまわる,N4
走り回る,はしりまわる,N4
飛び込む,とびこむ,N4
# ===== Wave 12b: Katakana / Loanwords =====,,
アドバイス,アドバイス,N4
アンケート,アンケート,N4
カレンダー,カレンダー,N4
パスポート,パスポート,N4
# ===== Wave 12b: Emotions / Feelings =====,,
喜び,よろこび,N4
悲しみ,かなしみ,N4
苦しみ,くるしみ,N4
楽しみ,たのしみ,N4
驚き,おどろき,N4
恥ずかしさ,はずかしさ,N4
寂しさ,さびしさ,N4
嬉しさ,うれしさ,N4
# ===== Wave 12b: Time / Sequence =====,,
以来,いらい,N4
当時,とうじ,N4
現在,げんざい,N4
将来,しょうらい,N4
途中,とちゅう,N4
# ===== Wave 12b: Degree / Manner Adverbs =====,,
たぶん,たぶん,N4
なるべく,なるべく,N4
だいぶ,だいぶ,N4
# ===== Wave 12b: Family / Relationships =====,,
夫婦,ふうふ,N4
兄弟,きょうだい,N4
姉妹,しまい,N4
親族,しんぞく,N4
祖先,そせん,N4
子孫,しそん,N4
# ===== Wave 12b: Housing / Surroundings =====,,

# ===== Wave 13: Compound Action Verbs =====,,
書き込む,かきこむ,N4
切り替える,きりかえる,N4
切り取る,きりとる,N4
切り出す,きりだす,N4
振り返る,ふりかえる,N4
振り向く,ふりむく,N4
溜まる,たまる,N4
溜める,ためる,N4
通じる,つうじる,N4
深まる,ふかまる,N4
広まる,ひろまる,N4
弱まる,よわまる,N4
強まる,つよまる,N4
頷く,うなずく,N4
# ===== Wave 13: Work / Admin Nouns =====,,
議論,ぎろん,N4
申請,しんせい,N4
承認,しょうにん,N4
許可,きょか,N4
禁止,きんし,N4
義務,ぎむ,N4
権利,けんり,N4
組織,そしき,N4
委員会,いいんかい,N4
議会,ぎかい,N4
大臣,だいじん,N4
首相,しゅしょう,N4
大使館,たいしかん,N4
税関,ぜいかん,N4
# ===== Wave 13: I-adjectives =====,,
頼もしい,たのもしい,N4
用心深い,ようじんぶかい,N4
# ===== Wave 13: Na-adjectives =====,,
頑固,がんこ,N4
柔軟,じゅうなん,N4
勇敢,ゆうかん,N4
大胆,だいたん,N4
慎重,しんちょう,N4
平静,へいせい,N4
寛大,かんだい,N4
厳格,げんかく,N4
# ===== Wave 13: Environment / Ecology =====,,
節電,せつでん,N4
節水,せっすい,N4
排気,はいき,N4
廃棄物,はいきぶつ,N4
# ===== Wave 13: Food / Cooking =====,,
食材,しょくざい,N4
出汁,だし,N4
煮物,にもの,N4
揚げ物,あげもの,N4
炒め物,いためもの,N4
焼き物,やきもの,N4
味見,あじみ,N4
# ===== Wave 13: Shopping / Commerce =====,,
品切れ,しなぎれ,N4
売り場,うりば,N4
試着,しちゃく,N4
交換,こうかん,N4
返品,へんぴん,N4
# ===== Wave 13: Transport / Travel =====,,
行き先,いきさき,N4
経由,けいゆ,N4
直行,ちょっこう,N4
往復,おうふく,N4
片道,かたみち,N4
手荷物,てにもつ,N4
搭乗,とうじょう,N4
入国,にゅうこく,N4
出国,しゅっこく,N4

# ===== Wave 14: Verbs — Perception / Interaction =====,,
見かける,みかける,N4
見守る,みまもる,N4
見合わせる,みあわせる,N4
持ち上げる,もちあげる,N4
話しかける,はなしかける,N4
問いかける,といかける,N4
感じ取る,かんじとる,N4
気にかける,きにかける,N4
考え込む,かんがえこむ,N4
落ち着かせる,おちつかせる,N4
働きかける,はたらきかける,N4
寄り道する,よりみちする,N4
手渡す,てわたす,N4
声をかける,こえをかける,N4
# ===== Wave 14: I-adjectives / Expressions =====,,
うらやましい,うらやましい,N4
申し訳ない,もうしわけない,N4
情けない,なさけない,N4
まぶしい,まぶしい,N4
# ===== Wave 14: Admin / Document Nouns =====,,
文書,ぶんしょ,N4
報告書,ほうこくしょ,N4
計画書,けいかくしょ,N4
申請書,しんせいしょ,N4
問い合わせ,といあわせ,N4
取り組み,とりくみ,N4
取り扱い,とりあつかい,N4
受け付け,うけつけ,N4
引き渡し,ひきわたし,N4
# ===== Wave 14: Quantities / Counters =====,,
何十,なんじゅう,N4
何百,なんびゃく,N4
何千,なんぜん,N4
何万,なんまん,N4
何割,なんわり,N4
数十,すうじゅう,N4
数百,すうひゃく,N4
数千,すうせん,N4
# ===== Wave 14: Comparison / Degree =====,,
同様,どうよう,N4
同等,どうとう,N4
比べて,くらべて,N4
に比べ,にくらべ,N4
相対的,そうたいてき,N4
絶対的,ぜったいてき,N4
# ===== Wave 14: Medical / Health =====,,
副作用,ふくさよう,N4
通院,つういん,N4
体力,たいりょく,N4
# ===== Wave 14: Art / Culture =====,,
芸術,げいじゅつ,N4
芸能,げいのう,N4
作曲,さっきょく,N4
作詞,さくし,N4
撮影,さつえい,N4
絵画,かいが,N4
彫刻,ちょうこく,N4

# ===== Wave 15: Intransitive/Transitive Verb Pairs =====,,
高める,たかめる,N4
高まる,たかまる,N4
下げる,さげる,N4
下がる,さがる,N4
済ます,すます,N4
込む,こむ,N4
# ===== Wave 15: Emotional / Psychological Nouns =====,,
感激,かんげき,N4
動揺,どうよう,N4
焦り,あせり,N4
苛立ち,いらだち,N4
戸惑い,とまどい,N4
葛藤,かっとう,N4
前向き,まえむき,N4
後ろ向き,うしろむき,N4
# ===== Wave 15: Academic Subjects =====,,
生物学,せいぶつがく,N4
天文学,てんもんがく,N4
哲学,てつがく,N4
心理学,しんりがく,N4
経済学,けいざいがく,N4
社会学,しゃかいがく,N4
# ===== Wave 15: Body (Organs) =====,,
血管,けっかん,N4
骨格,こっかく,N4
# ===== Wave 15: Legal / International =====,,
条約,じょうやく,N4
協定,きょうてい,N4
署名,しょめい,N4
認証,にんしょう,N4
締結,ていけつ,N4
# ===== Wave 15: Communication / Digital =====,,
返信,へんしん,N4
通知,つうち,N4
手順,てじゅん,N4
使い方,つかいかた,N4
説明書,せつめいしょ,N4
取扱説明書,とりあつかいせつめいしょ,N4
# ===== Wave 15: Physical States / Actions =====,,
燃える,もえる,N4
燃やす,もやす,N4
凍る,こおる,N4
凍らせる,こおらせる,N4
刻む,きざむ,N4
剥く,むく,N4
砕く,くだく,N4
潰す,つぶす,N4
潰れる,つぶれる,N4

# ===== Wave 16: More Verb Pairs =====,,
# ===== Wave 16: Specific Action Verbs =====,,
揺らぐ,ゆらぐ,N4
染める,そめる,N4
染まる,そまる,N4
濡らす,ぬらす,N4
冷える,ひえる,N4
# ===== Wave 16: Social / Interpersonal =====,,
仲良し,なかよし,N4
仲直り,なかなおり,N4
仲裁,ちゅうさい,N4
相談相手,そうだんあいて,N4
話し相手,はなしあいて,N4
# ===== Wave 16: Numbers / Quantities =====,,
三分の一,さんぶんのいち,N4
四分の一,しぶんのいち,N4
比率,ひりつ,N4
小計,しょうけい,N4
# ===== Wave 16: Daily Expressions =====,,
お疲れ様,おつかれさま,N4
お世話になる,おせわになる,N4
よろしくお願い,よろしくおねがい,N4
失礼します,しつれいします,N4
お邪魔します,おじゃまします,N4
ご遠慮なく,ごえんりょなく,N4
お気をつけて,おきをつけて,N4
# ===== Wave 16: Shapes / Appearance =====,,
形,かたち,N4
形状,けいじょう,N4
模様,もよう,N4
輪郭,りんかく,N4
外観,がいかん,N4
外見,がいけん,N4
印象,いんしょう,N4
見た目,みため,N4
# ===== Wave 16: Abstract Concepts =====,,
概念,がいねん,N4
理論,りろん,N4
仮定,かてい,N4
前提,ぜんてい,N4
結論付ける,けつろんづける,N4
根拠,こんきょ,N4
証拠,しょうこ,N4
# ===== Wave 16: Environment / Weather =====,,
日照り,ひでり,N4
吹雪,ふぶき,N4
嵐,あらし,N4
豪雨,ごうう,N4
梅雨,つゆ,N4
湿気,しっけ,N4
乾燥,かんそう,N4

# ===== Wave 16b: Science / Nature Verbs =====,,
蒸発する,じょうはつする,N4
凝固する,ぎょうこする,N4
溶解する,ようかいする,N4
分解する,ぶんかいする,N4
合成する,ごうせいする,N4
変化する,へんかする,N4
成長する,せいちょうする,N4
発展する,はってんする,N4
繁殖する,はんしょくする,N4
絶滅する,ぜつめつする,N4
# ===== Wave 16b: Technology / Computer =====,,
# ===== Wave 16b: Architecture / City =====,,
建築,けんちく,N4
構造,こうぞう,N4
設計,せっけい,N4
工事,こうじ,N4
改修,かいしゅう,N4
解体,かいたい,N4
施設,しせつ,N4
設備,せつび,N4
インフラ,インフラ,N4
# ===== Wave 16b: Personality Adjectives =====,,
几帳面,きちょうめん,N4
いい加減,いいかげん,N4
気まぐれ,きまぐれ,N4
気さく,きさく,N4
おおらか,おおらか,N4
神経質,しんけいしつ,N4
無口,むくち,N4
おしゃべり,おしゃべり,N4
# ===== Wave 16b: Time / Schedule =====,,
年度,ねんど,N4
四半期,しはんき,N4
上半期,かみはんき,N4
下半期,しもはんき,N4
# ===== Wave 16b: Verbs of Giving / Receiving =====,,
いただく,いただく,N4
くださる,くださる,N4
あげる,あげる,N4
もらう,もらう,N4
頂戴する,ちょうだいする,N4
寄付する,きふする,N4
捧げる,ささげる,N4

# ===== Wave 17: Business / Work =====,,
取引先,とりひきさき,N4
担当者,たんとうしゃ,N4
就職活動,しゅうしょくかつどう,N4
# ===== Wave 17: Financial / Economic =====,,
値上がり,ねあがり,N4
値下がり,ねさがり,N4
# ===== Wave 17: Health / Medical =====,,
# ===== Wave 17: Education / Study =====,,
参考書,さんこうしょ,N4
試験範囲,しけんはんい,N4
# ===== Wave 17: Nature / Environment =====,,
自然保護,しぜんほご,N4
環境汚染,かんきょうおせん,N4
地球温暖化,ちきゅうおんだんか,N4

# ===== Wave 17b: Compound Action Verbs =====,,
# ===== Wave 17b: Movement / Direction =====,,
曲がり角,まがりかど,N4
歩道橋,ほどうきょう,N4
迂回路,うかいろ,N4
近道,ちかみち,N4
遠回り,とおまわり,N4
一方通行,いっぽうつうこう,N4
# ===== Wave 17b: Housing / Property =====,,
間取り,まどり,N4
リフォーム,リフォーム,N4
# ===== Wave 17b: Feelings / Emotions =====,,
満足感,まんぞくかん,N4
達成感,たっせいかん,N4
孤独感,こどくかん,N4
# ===== Wave 17b: Food / Cooking =====,,
茹でる,ゆでる,N4
焼き上がる,やきあがる,N4
味付け,あじつけ,N4
塩加減,しおかげん,N4
献立,こんだて,N4

# ===== Wave 17c: Suru Verbs - Social =====,,
協議する,きょうぎする,N4
交渉する,こうしょうする,N4
契約する,けいやくする,N4
署名する,しょめいする,N4
申告する,しんこくする,N4
更新する,こうしんする,N4
解約する,かいやくする,N4
# ===== Wave 17c: Abstract Nouns =====,,
余地,よち,N4
余計,よけい,N4
限界,げんかい,N4
有効性,ゆうこうせい,N4
確実性,かくじつせい,N4
# ===== Wave 17c: Time Expressions =====,,
以降,いこう,N4
従来,じゅうらい,N4
近頃,ちかごろ,N4
頃合い,ころあい,N4
当初,とうしょ,N4
最終的,さいしゅうてき,N4
# ===== Wave 17c: Describing Things =====,,
鮮やか,あざやか,N4
穏やか,おだやか,N4
滑らか,なめらか,N4
軽い,かるい,N4
重い,おもい,N4
# ===== Wave 17c: Community / Society =====,,
町内会,ちょうないかい,N4
自治会,じちかい,N4
